date,region,product,customer_segment,revenue,units
2025-06-11,North America,Data Connector,SMB,282.88,3
2025-06-11,Europe,Insight Pro,Enterprise,3124.19,1
2025-06-12,Europe,Insight Pro,SMB,351.04,7
2025-06-12,North America,Data Connector,Mid-Market,894.81,2
2025-06-12,North America,Dashboard Builder,Mid-Market,1188.9,3
2025-06-12,LATAM,Data Connector,Enterprise,2834.72,1
2025-06-12,APAC,Dashboard Builder,Mid-Market,1291.42,6
2025-06-13,North America,Dashboard Builder,Mid-Market,1373.49,3
2025-06-13,APAC,Dashboard Builder,Mid-Market,1085.38,3
2025-06-13,APAC,Dashboard Builder,Mid-Market,1266.43,3
2025-06-13,North America,Insight Pro,Enterprise,2811.51,1
2025-06-13,North America,Analytics Suite,Mid-Market,1450.13,4
2025-06-13,APAC,Data Connector,Mid-Market,1280.06,4
2025-06-14,Europe,Analytics Suite,Mid-Market,1186.14,1
2025-06-14,APAC,Dashboard Builder,Mid-Market,1391.6,3
2025-06-14,APAC,Analytics Suite,Mid-Market,1628.61,2
2025-06-14,LATAM,Data Connector,Mid-Market,901.46,3
2025-06-14,North America,Data Connector,Mid-Market,1119.88,2
2025-06-14,North America,Analytics Suite,Mid-Market,1808.53,1
2025-06-14,LATAM,Insight Pro,Enterprise,2363.61,1
2025-06-14,Europe,Analytics Suite,Enterprise,4682.67,1
2025-06-15,North America,Insight Pro,Mid-Market,1275.97,2
2025-06-16,LATAM,Data Connector,Mid-Market,1643.26,1
2025-06-16,LATAM,Insight Pro,SMB,319.67,4
2025-06-16,North America,Data Connector,Enterprise,3172.86,1
2025-06-16,North America,Dashboard Builder,SMB,247.7,6
2025-06-16,North America,Insight Pro,Enterprise,3358.5,1
2025-06-16,APAC,Insight Pro,Enterprise,4881.84,1
2025-06-17,Europe,Insight Pro,Enterprise,4881.47,1
2025-06-17,North America,Insight Pro,Enterprise,4046.84,1
2025-06-17,Europe,Insight Pro,Mid-Market,1683.54,2
2025-06-17,APAC,Data Connector,Enterprise,3321.7,1
2025-06-17,Europe,Data Connector,Mid-Market,1155.92,4
2025-06-17,LATAM,Insight Pro,Enterprise,3835.26,1
2025-06-17,APAC,Insight Pro,Mid-Market,964.11,3
2025-06-17,North America,Dashboard Builder,Enterprise,5608.87,2
2025-06-17,North America,Dashboard Builder,Enterprise,4048.0,1
2025-06-17,North America,Dashboard Builder,Enterprise,3931.74,1
2025-06-17,APAC,Data Connector,Enterprise,4320.48,2
2025-06-18,North America,Insight Pro,Mid-Market,873.06,2
2025-06-18,Europe,Dashboard Builder,Enterprise,3421.25,1
2025-06-18,Europe,Data Connector,Mid-Market,1058.75,2
2025-06-18,Europe,Dashboard Builder,SMB,269.06,1
2025-06-18,North America,Data Connector,Mid-Market,1323.82,3
2025-06-19,APAC,Insight Pro,SMB,288.4,1
2025-06-19,Europe,Dashboard Builder,SMB,194.35,1
2025-06-19,LATAM,Dashboard Builder,Mid-Market,1615.32,5
2025-06-19,North America,Insight Pro,Mid-Market,1218.36,4
2025-06-20,North America,Dashboard Builder,Enterprise,4024.05,1
2025-06-20,Europe,Dashboard Builder,Mid-Market,723.1,4
2025-06-20,Europe,Dashboard Builder,Enterprise,3874.64,1
2025-06-20,Europe,Data Connector,Enterprise,4324.4,1
2025-06-20,North America,Dashboard Builder,Mid-Market,1163.2,6
2025-06-21,Europe,Analytics Suite,Enterprise,5001.59,2
2025-06-21,North America,Dashboard Builder,Mid-Market,817.39,3
2025-06-21,APAC,Analytics Suite,Enterprise,4067.32,1
2025-06-22,Europe,Data Connector,Mid-Market,1804.98,3
2025-06-22,Europe,Insight Pro,Enterprise,2341.11,1
2025-06-22,North America,Dashboard Builder,SMB,157.28,1
2025-06-22,North America,Analytics Suite,SMB,295.94,2
2025-06-23,Europe,Data Connector,Mid-Market,984.66,1
2025-06-24,Europe,Data Connector,Mid-Market,1123.32,4
2025-06-24,APAC,Data Connector,Enterprise,2889.35,1
2025-06-25,Europe,Data Connector,Mid-Market,1215.27,2
2025-06-25,Europe,Dashboard Builder,Mid-Market,790.9,2
2025-06-25,Europe,Dashboard Builder,Mid-Market,756.72,3
2025-06-25,LATAM,Analytics Suite,Mid-Market,882.48,1
2025-06-25,APAC,Insight Pro,SMB,306.09,1
2025-06-25,North America,Dashboard Builder,SMB,367.56,6
2025-06-26,Europe,Insight Pro,Enterprise,4900.6,1
2025-06-26,Europe,Analytics Suite,Enterprise,4085.89,1
2025-06-26,North America,Dashboard Builder,Mid-Market,1889.31,2
2025-06-26,LATAM,Insight Pro,Enterprise,3749.36,2
2025-06-26,North America,Data Connector,SMB,255.4,4
2025-06-27,LATAM,Data Connector,Enterprise,5241.94,2
2025-06-27,APAC,Analytics Suite,Enterprise,3583.51,1
2025-06-27,Europe,Data Connector,Mid-Market,656.77,1
2025-06-27,LATAM,Analytics Suite,Enterprise,6751.23,1
2025-06-27,LATAM,Analytics Suite,Mid-Market,1685.04,1
2025-06-27,North America,Insight Pro,Enterprise,3207.72,2
2025-06-27,APAC,Data Connector,SMB,230.65,6
2025-06-27,North America,Dashboard Builder,SMB,361.87,7
2025-06-28,North America,Dashboard Builder,Mid-Market,1769.98,5
2025-06-28,APAC,Analytics Suite,SMB,321.72,4
2025-06-28,APAC,Data Connector,Enterprise,2535.12,3
2025-06-28,APAC,Insight Pro,Mid-Market,1329.15,4
2025-06-28,North America,Insight Pro,SMB,296.74,5
2025-06-28,APAC,Analytics Suite,Mid-Market,1128.86,1
2025-06-29,North America,Analytics Suite,Mid-Market,1054.3,3
2025-06-29,LATAM,Analytics Suite,SMB,350.1,5
2025-06-29,APAC,Data Connector,Mid-Market,1245.56,2
2025-06-29,North America,Data Connector,SMB,146.15,3
2025-06-30,Europe,Data Connector,Enterprise,4232.38,1
2025-06-30,Europe,Data Connector,SMB,303.58,5
2025-06-30,Europe,Analytics Suite,Enterprise,4778.5,2
2025-06-30,APAC,Dashboard Builder,Mid-Market,1536.59,2
2025-06-30,North America,Data Connector,Mid-Market,975.07,6
2025-06-30,North America,Data Connector,SMB,205.91,1
2025-06-30,Europe,Insight Pro,SMB,265.42,2
2025-07-01,North America,Insight Pro,SMB,456.87,3
2025-07-01,North America,Analytics Suite,SMB,268.31,2
2025-07-01,North America,Analytics Suite,SMB,281.47,1
2025-07-01,Europe,Analytics Suite,Enterprise,3266.75,1
2025-07-01,North America,Dashboard Builder,Mid-Market,1155.83,2
2025-07-01,Europe,Dashboard Builder,Mid-Market,1484.24,4
2025-07-02,APAC,Analytics Suite,SMB,371.14,2
2025-07-02,North America,Data Connector,SMB,265.03,3
2025-07-02,APAC,Data Connector,Enterprise,3714.6,1
2025-07-02,APAC,Dashboard Builder,Mid-Market,1577.02,3
2025-07-02,Europe,Data Connector,Mid-Market,1272.86,3
2025-07-03,North America,Data Connector,Enterprise,5015.26,3
2025-07-03,North America,Analytics Suite,Mid-Market,1366.92,4
2025-07-03,Europe,Data Connector,Enterprise,3459.56,2
2025-07-03,North America,Insight Pro,Enterprise,4460.67,1
2025-07-03,Europe,Dashboard Builder,Mid-Market,1274.04,1
2025-07-03,Europe,Analytics Suite,Enterprise,2587.33,1
2025-07-03,LATAM,Dashboard Builder,Enterprise,5560.96,2
2025-07-03,Europe,Insight Pro,Mid-Market,1607.69,2
2025-07-03,APAC,Data Connector,Enterprise,4150.4,2
2025-07-04,North America,Insight Pro,Mid-Market,1351.49,2
2025-07-04,Europe,Dashboard Builder,SMB,344.54,2
2025-07-04,Europe,Dashboard Builder,SMB,279.43,3
2025-07-04,APAC,Dashboard Builder,SMB,430.67,3
2025-07-04,North America,Analytics Suite,Mid-Market,1598.44,2
2025-07-04,North America,Analytics Suite,Enterprise,3304.0,2
2025-07-04,North America,Insight Pro,Mid-Market,1718.32,3
2025-07-04,North America,Insight Pro,Mid-Market,1258.55,2
2025-07-05,Europe,Data Connector,Mid-Market,1113.25,3
2025-07-05,Europe,Insight Pro,Enterprise,4058.1,2
2025-07-05,APAC,Analytics Suite,Mid-Market,1319.1,3
2025-07-05,North America,Dashboard Builder,Enterprise,764.11,1
2025-07-05,North America,Dashboard Builder,Mid-Market,937.4,1
2025-07-06,North America,Analytics Suite,Enterprise,3070.84,1
2025-07-06,North America,Dashboard Builder,SMB,325.04,1
2025-07-06,North America,Dashboard Builder,Mid-Market,1495.0,3
2025-07-06,Europe,Dashboard Builder,Mid-Market,1448.47,4
2025-07-06,North America,Data Connector,Enterprise,3819.9,1
2025-07-07,LATAM,Dashboard Builder,Mid-Market,426.95,1
2025-07-07,North America,Insight Pro,Enterprise,5727.88,2
2025-07-07,Europe,Insight Pro,SMB,355.73,7
2025-07-08,LATAM,Analytics Suite,Mid-Market,887.38,2
2025-07-08,North America,Dashboard Builder,Mid-Market,1165.33,1
2025-07-08,APAC,Insight Pro,Enterprise,4148.74,2
2025-07-08,APAC,Analytics Suite,SMB,326.52,3
2025-07-08,APAC,Analytics Suite,SMB,293.18,3
2025-07-09,APAC,Dashboard Builder,Mid-Market,1378.51,1
2025-07-09,LATAM,Analytics Suite,Mid-Market,747.54,5
2025-07-09,APAC,Insight Pro,Enterprise,3886.77,1
2025-07-09,North America,Dashboard Builder,SMB,397.32,3
2025-07-09,Europe,Analytics Suite,SMB,281.0,2
2025-07-09,Europe,Data Connector,Mid-Market,1282.8,4
2025-07-09,North America,Dashboard Builder,SMB,390.02,3
2025-07-09,APAC,Analytics Suite,Mid-Market,1396.0,2
2025-07-10,North America,Analytics Suite,Mid-Market,1839.67,1
2025-07-10,North America,Dashboard Builder,Mid-Market,1422.23,1
2025-07-10,Europe,Dashboard Builder,Mid-Market,1433.45,3
2025-07-11,North America,Data Connector,Enterprise,3763.0,2
2025-07-11,North America,Dashboard Builder,Enterprise,3278.11,1
2025-07-11,Europe,Analytics Suite,SMB,290.48,2
2025-07-11,LATAM,Data Connector,SMB,326.84,3
2025-07-11,North America,Analytics Suite,Mid-Market,1016.88,4
2025-07-11,North America,Insight Pro,Mid-Market,822.2,1
2025-07-12,North America,Data Connector,SMB,277.05,1
2025-07-12,APAC,Data Connector,Mid-Market,1135.28,2
2025-07-12,North America,Analytics Suite,SMB,231.14,1
2025-07-12,Europe,Dashboard Builder,Enterprise,5093.98,1
2025-07-12,APAC,Data Connector,SMB,92.32,4
2025-07-12,Europe,Analytics Suite,SMB,233.3,2
2025-07-12,Europe,Analytics Suite,Enterprise,5445.56,1
2025-07-12,North America,Insight Pro,Enterprise,3962.95,1
2025-07-12,North America,Insight Pro,SMB,294.49,1
2025-07-12,North America,Dashboard Builder,Enterprise,2761.38,2
2025-07-13,LATAM,Insight Pro,Mid-Market,1565.47,2
2025-07-13,North America,Data Connector,Mid-Market,1230.84,3
2025-07-13,APAC,Analytics Suite,Enterprise,5348.28,1
2025-07-13,APAC,Insight Pro,Enterprise,3421.44,1
2025-07-13,Europe,Dashboard Builder,Enterprise,4523.85,1
2025-07-13,North America,Dashboard Builder,Mid-Market,920.91,4
2025-07-14,APAC,Analytics Suite,SMB,238.55,1
2025-07-14,North America,Data Connector,Enterprise,5746.17,1
2025-07-14,Europe,Data Connector,Mid-Market,1778.32,3
2025-07-14,North America,Insight Pro,Mid-Market,1095.0,6
2025-07-14,LATAM,Data Connector,Enterprise,4006.98,1
2025-07-14,Europe,Data Connector,SMB,420.72,4
2025-07-14,APAC,Insight Pro,Mid-Market,1182.76,2
2025-07-14,North America,Insight Pro,Mid-Market,1405.82,1
2025-07-14,APAC,Insight Pro,Enterprise,5821.98,1
2025-07-14,North America,Insight Pro,Mid-Market,1412.48,8
2025-07-15,Europe,Data Connector,Enterprise,2969.81,1
2025-07-15,Europe,Analytics Suite,SMB,382.58,1
2025-07-15,North America,Analytics Suite,Mid-Market,1012.3,4
2025-07-15,LATAM,Insight Pro,Mid-Market,1376.77,2
2025-07-15,Europe,Analytics Suite,SMB,271.36,6
2025-07-15,LATAM,Insight Pro,Mid-Market,1202.27,3
2025-07-16,Europe,Analytics Suite,Mid-Market,1490.35,1
2025-07-16,APAC,Analytics Suite,Mid-Market,1336.64,3
2025-07-16,Europe,Insight Pro,Enterprise,3111.28,1
2025-07-16,LATAM,Dashboard Builder,Mid-Market,1168.79,5
2025-07-16,Europe,Analytics Suite,Mid-Market,1155.83,6
2025-07-16,Europe,Data Connector,Enterprise,2247.85,1
2025-07-16,Europe,Dashboard Builder,SMB,328.98,2
2025-07-16,North America,Data Connector,Enterprise,4914.64,1
2025-07-17,Europe,Insight Pro,Mid-Market,973.03,2
2025-07-17,LATAM,Insight Pro,Enterprise,3116.35,3
2025-07-17,Europe,Insight Pro,SMB,390.2,5
2025-07-17,Europe,Data Connector,SMB,290.27,3
2025-07-17,North America,Analytics Suite,Mid-Market,1012.46,1
2025-07-17,Europe,Dashboard Builder,SMB,347.82,3
2025-07-17,North America,Dashboard Builder,SMB,142.36,1
2025-07-17,APAC,Dashboard Builder,Enterprise,4373.25,1
2025-07-17,Europe,Data Connector,SMB,285.12,1
2025-07-17,North America,Analytics Suite,Mid-Market,420.17,3
2025-07-18,LATAM,Insight Pro,SMB,253.12,1
2025-07-18,APAC,Data Connector,SMB,316.68,4
2025-07-18,APAC,Data Connector,Mid-Market,1569.53,1
2025-07-18,North America,Data Connector,Enterprise,3180.2,1
2025-07-18,North America,Analytics Suite,SMB,267.92,1
2025-07-18,Europe,Insight Pro,SMB,192.56,3
2025-07-18,North America,Dashboard Builder,Mid-Market,791.09,5
2025-07-18,APAC,Insight Pro,SMB,306.75,5
2025-07-18,North America,Analytics Suite,SMB,357.82,1
2025-07-20,Europe,Insight Pro,SMB,219.95,4
2025-07-20,North America,Insight Pro,Enterprise,3652.22,2
2025-07-20,North America,Data Connector,Enterprise,3293.05,5
2025-07-20,North America,Analytics Suite,Enterprise,2986.4,1
2025-07-21,Europe,Dashboard Builder,Mid-Market,1384.01,2
2025-07-21,APAC,Insight Pro,Mid-Market,1029.13,1
2025-07-21,LATAM,Data Connector,Enterprise,5761.93,1
2025-07-21,North America,Insight Pro,Enterprise,3987.59,1
2025-07-21,North America,Insight Pro,SMB,347.62,6
2025-07-21,APAC,Dashboard Builder,SMB,367.08,2
2025-07-21,North America,Insight Pro,SMB,274.25,5
2025-07-21,Europe,Insight Pro,Enterprise,2934.99,1
2025-07-22,Europe,Insight Pro,Mid-Market,1164.95,4
2025-07-22,North America,Analytics Suite,Enterprise,6513.58,2
2025-07-22,Europe,Data Connector,Enterprise,3372.69,1
2025-07-23,Europe,Dashboard Builder,Mid-Market,1443.55,3
2025-07-23,North America,Data Connector,Enterprise,4739.78,4
2025-07-23,APAC,Insight Pro,Mid-Market,1414.77,4
2025-07-23,APAC,Dashboard Builder,Mid-Market,858.21,3
2025-07-23,North America,Dashboard Builder,Mid-Market,1698.38,1
2025-07-23,North America,Dashboard Builder,Enterprise,5209.53,1
2025-07-23,Europe,Dashboard Builder,Mid-Market,871.5,4
2025-07-23,LATAM,Analytics Suite,Mid-Market,986.95,5
2025-07-23,North America,Insight Pro,SMB,478.36,5
2025-07-24,LATAM,Insight Pro,SMB,313.21,3
2025-07-24,LATAM,Data Connector,Mid-Market,1814.8,1
2025-07-24,North America,Insight Pro,Mid-Market,1578.46,1
2025-07-24,North America,Insight Pro,Enterprise,5234.49,1
2025-07-25,Europe,Dashboard Builder,SMB,322.97,4
2025-07-25,Europe,Data Connector,Enterprise,4574.14,1
2025-07-26,Europe,Dashboard Builder,Enterprise,3766.73,2
2025-07-26,North America,Insight Pro,Mid-Market,1258.41,3
2025-07-26,North America,Dashboard Builder,Mid-Market,1359.74,3
2025-07-26,APAC,Analytics Suite,Enterprise,4084.38,1
2025-07-26,North America,Insight Pro,SMB,267.1,1
2025-07-27,North America,Data Connector,Enterprise,4514.19,3
2025-07-27,Europe,Data Connector,Enterprise,4153.94,1
2025-07-27,APAC,Dashboard Builder,SMB,197.9,2
2025-07-27,Europe,Dashboard Builder,Enterprise,2540.04,1
2025-07-27,North America,Data Connector,Mid-Market,633.22,3
2025-07-28,Europe,Analytics Suite,Enterprise,3604.34,3
2025-07-28,North America,Insight Pro,Enterprise,2980.67,1
2025-07-28,LATAM,Analytics Suite,Mid-Market,1521.13,2
2025-07-29,North America,Insight Pro,Enterprise,3803.43,1
2025-07-29,North America,Dashboard Builder,Mid-Market,959.14,3
2025-07-29,North America,Insight Pro,Mid-Market,1381.36,3
2025-07-29,LATAM,Insight Pro,Mid-Market,739.25,2
2025-07-30,North America,Insight Pro,SMB,231.59,4
2025-07-30,Europe,Data Connector,Enterprise,2736.25,1
2025-07-30,Europe,Dashboard Builder,SMB,168.32,4
2025-07-30,Europe,Analytics Suite,Mid-Market,993.19,1
2025-07-30,Europe,Data Connector,Enterprise,4280.48,3
2025-07-30,North America,Insight Pro,SMB,316.5,2
2025-07-30,North America,Analytics Suite,SMB,482.95,3
2025-07-30,LATAM,Insight Pro,Mid-Market,1723.37,2
2025-07-30,North America,Insight Pro,Mid-Market,1579.69,5
2025-07-30,Europe,Analytics Suite,Enterprise,4487.89,1
2025-07-31,North America,Analytics Suite,SMB,198.72,5
2025-07-31,Europe,Insight Pro,Enterprise,4589.63,5
2025-07-31,North America,Dashboard Builder,Mid-Market,1609.52,4
2025-07-31,LATAM,Data Connector,Enterprise,4149.14,1
2025-07-31,North America,Dashboard Builder,SMB,325.01,1
2025-07-31,Europe,Insight Pro,Mid-Market,1315.49,1
2025-08-01,Europe,Data Connector,Mid-Market,1075.24,4
2025-08-01,LATAM,Dashboard Builder,SMB,248.16,2
2025-08-01,Europe,Dashboard Builder,SMB,254.76,5
2025-08-01,APAC,Data Connector,SMB,349.26,3
2025-08-01,APAC,Insight Pro,Enterprise,4129.64,2
2025-08-01,North America,Insight Pro,Enterprise,2982.53,2
2025-08-02,APAC,Insight Pro,SMB,204.76,4
2025-08-02,North America,Dashboard Builder,Mid-Market,878.56,6
2025-08-02,APAC,Data Connector,Enterprise,3666.99,1
2025-08-02,Europe,Insight Pro,Enterprise,3772.35,1
2025-08-02,North America,Analytics Suite,Mid-Market,656.11,5
2025-08-03,Europe,Analytics Suite,Enterprise,1929.14,1
2025-08-04,LATAM,Insight Pro,Enterprise,3888.92,1
2025-08-04,North America,Analytics Suite,Enterprise,4815.51,1
2025-08-05,APAC,Dashboard Builder,SMB,276.63,2
2025-08-05,Europe,Data Connector,SMB,152.54,5
2025-08-05,Europe,Data Connector,Enterprise,4448.72,1
2025-08-06,North America,Insight Pro,SMB,286.97,4
2025-08-06,APAC,Analytics Suite,Enterprise,3564.6,1
2025-08-06,Europe,Data Connector,SMB,267.47,4
2025-08-06,LATAM,Dashboard Builder,SMB,196.28,7
2025-08-06,North America,Analytics Suite,Mid-Market,1448.01,5
2025-08-06,North America,Analytics Suite,SMB,357.14,1
2025-08-07,North America,Dashboard Builder,Mid-Market,1117.56,2
2025-08-08,Europe,Data Connector,Mid-Market,1138.4,3
2025-08-08,North America,Analytics Suite,Enterprise,3626.2,2
2025-08-08,Europe,Data Connector,Mid-Market,729.73,4
2025-08-08,APAC,Data Connector,Mid-Market,960.65,3
2025-08-08,North America,Dashboard Builder,Enterprise,2742.01,2
2025-08-08,APAC,Analytics Suite,SMB,365.73,3
2025-08-08,LATAM,Insight Pro,Enterprise,5408.49,4
2025-08-09,Europe,Dashboard Builder,Mid-Market,435.37,5
2025-08-09,North America,Data Connector,Mid-Market,1194.5,6
2025-08-09,North America,Insight Pro,SMB,191.61,5
2025-08-09,Europe,Dashboard Builder,Mid-Market,979.83,2
2025-08-09,North America,Dashboard Builder,Mid-Market,1068.4,4
2025-08-10,North America,Dashboard Builder,Mid-Market,1002.26,1
2025-08-10,North America,Insight Pro,SMB,206.36,1
2025-08-10,APAC,Analytics Suite,Mid-Market,1064.51,8
2025-08-10,North America,Data Connector,SMB,228.82,1
2025-08-10,Europe,Analytics Suite,SMB,346.78,2
2025-08-10,North America,Analytics Suite,Enterprise,2472.12,1
2025-08-11,North America,Dashboard Builder,Mid-Market,1303.96,2
2025-08-11,Europe,Insight Pro,Enterprise,3101.04,3
2025-08-11,APAC,Analytics Suite,Mid-Market,1232.16,3
2025-08-11,LATAM,Analytics Suite,SMB,148.39,5
2025-08-11,North America,Dashboard Builder,Enterprise,3736.8,3
2025-08-11,Europe,Analytics Suite,Mid-Market,1320.33,1
2025-08-11,Europe,Dashboard Builder,Mid-Market,894.86,6
2025-08-11,APAC,Dashboard Builder,Mid-Market,991.3,4
2025-08-11,APAC,Analytics Suite,Mid-Market,944.01,5
2025-08-12,North America,Data Connector,Mid-Market,1413.45,3
2025-08-13,Europe,Analytics Suite,Mid-Market,1391.62,6
2025-08-13,LATAM,Insight Pro,Mid-Market,930.21,3
2025-08-13,North America,Dashboard Builder,Mid-Market,721.09,5
2025-08-13,Europe,Analytics Suite,Mid-Market,958.67,1
2025-08-13,APAC,Insight Pro,Mid-Market,1661.48,3
2025-08-14,North America,Insight Pro,Mid-Market,971.09,4
2025-08-14,Europe,Insight Pro,Enterprise,4826.62,1
2025-08-14,North America,Data Connector,SMB,276.67,4
2025-08-14,Europe,Dashboard Builder,Mid-Market,486.11,3
2025-08-14,Europe,Insight Pro,Enterprise,3526.93,1
2025-08-14,North America,Data Connector,Mid-Market,998.4,4
2025-08-15,Europe,Dashboard Builder,Enterprise,4194.03,2
2025-08-15,Europe,Analytics Suite,Mid-Market,1587.79,3
2025-08-15,North America,Dashboard Builder,Enterprise,4827.85,1
2025-08-15,North America,Dashboard Builder,Mid-Market,1106.4,1
2025-08-15,LATAM,Dashboard Builder,SMB,362.2,3
2025-08-15,APAC,Data Connector,Enterprise,4937.87,1
2025-08-15,Europe,Analytics Suite,Mid-Market,650.98,3
2025-08-15,LATAM,Analytics Suite,Enterprise,4033.54,2
2025-08-16,Europe,Analytics Suite,SMB,322.27,1
2025-08-16,North America,Data Connector,SMB,363.28,1
2025-08-16,North America,Insight Pro,Enterprise,2878.72,1
2025-08-16,APAC,Dashboard Builder,Mid-Market,1146.73,5
2025-08-16,North America,Insight Pro,Mid-Market,791.67,2
2025-08-17,Europe,Insight Pro,SMB,328.23,3
2025-08-17,LATAM,Insight Pro,Enterprise,3572.67,1
2025-08-17,Europe,Analytics Suite,SMB,268.46,3
2025-08-17,APAC,Dashboard Builder,Enterprise,2499.3,1
2025-08-18,APAC,Data Connector,Mid-Market,691.05,2
2025-08-18,North America,Data Connector,Enterprise,3324.2,2
2025-08-18,LATAM,Data Connector,SMB,240.28,4
2025-08-18,Europe,Insight Pro,Mid-Market,886.84,5
2025-08-18,Europe,Dashboard Builder,Enterprise,5344.69,1
2025-08-18,Europe,Insight Pro,SMB,227.84,5
2025-08-18,Europe,Data Connector,Enterprise,3613.38,1
2025-08-19,Europe,Dashboard Builder,Enterprise,4016.41,1
2025-08-19,North America,Dashboard Builder,Enterprise,5194.61,1
2025-08-19,APAC,Analytics Suite,SMB,283.27,4
2025-08-19,APAC,Insight Pro,SMB,220.13,4
2025-08-19,Europe,Insight Pro,SMB,269.06,2
2025-08-19,Europe,Insight Pro,Mid-Market,1123.15,2
2025-08-20,North America,Insight Pro,Enterprise,3688.42,1
2025-08-20,APAC,Analytics Suite,Enterprise,4364.76,1
2025-08-20,Europe,Data Connector,Enterprise,4532.9,1
2025-08-20,APAC,Data Connector,Enterprise,4745.55,1
2025-08-20,North America,Analytics Suite,Mid-Market,1071.11,1
2025-08-20,APAC,Data Connector,SMB,308.73,6
2025-08-20,North America,Dashboard Builder,SMB,348.4,3
2025-08-21,Europe,Analytics Suite,Mid-Market,1281.78,4
2025-08-21,North America,Analytics Suite,Mid-Market,591.25,5
2025-08-21,Europe,Insight Pro,Enterprise,3463.94,2
2025-08-21,APAC,Dashboard Builder,Mid-Market,1746.77,6
2025-08-21,North America,Insight Pro,SMB,265.51,2
2025-08-21,APAC,Dashboard Builder,Enterprise,4199.64,1
2025-08-21,North America,Dashboard Builder,SMB,233.34,6
2025-08-22,APAC,Analytics Suite,Enterprise,3997.17,1
2025-08-22,North America,Data Connector,SMB,373.11,5
2025-08-22,Europe,Insight Pro,Mid-Market,769.93,4
2025-08-22,North America,Data Connector,Enterprise,5158.75,1
2025-08-22,North America,Dashboard Builder,Enterprise,5266.74,4
2025-08-22,North America,Analytics Suite,Mid-Market,1137.54,2
2025-08-22,Europe,Analytics Suite,Mid-Market,976.12,2
2025-08-22,APAC,Insight Pro,SMB,436.52,5
2025-08-23,APAC,Insight Pro,SMB,427.64,5
2025-08-23,APAC,Dashboard Builder,Mid-Market,735.97,3
2025-08-23,APAC,Data Connector,SMB,303.91,1
2025-08-23,North America,Data Connector,Mid-Market,1003.55,1
2025-08-23,Europe,Data Connector,Mid-Market,1259.7,2
2025-08-24,LATAM,Analytics Suite,Mid-Market,1530.26,6
2025-08-24,North America,Insight Pro,Mid-Market,1303.91,5
2025-08-24,North America,Dashboard Builder,Mid-Market,522.2,5
2025-08-24,North America,Dashboard Builder,SMB,247.77,5
2025-08-24,APAC,Dashboard Builder,Mid-Market,1147.49,8
2025-08-24,Europe,Dashboard Builder,SMB,265.12,1
2025-08-24,APAC,Insight Pro,Enterprise,4873.38,1
2025-08-24,Europe,Dashboard Builder,Enterprise,1989.56,1
2025-08-25,APAC,Analytics Suite,Mid-Market,925.99,4
2025-08-25,APAC,Insight Pro,Mid-Market,1415.67,1
2025-08-25,LATAM,Insight Pro,SMB,158.3,2
2025-08-25,Europe,Data Connector,Enterprise,4039.0,1
2025-08-25,North America,Insight Pro,Enterprise,2600.25,1
2025-08-25,North America,Insight Pro,Mid-Market,686.96,4
2025-08-25,APAC,Analytics Suite,Mid-Market,824.43,1
2025-08-26,North America,Dashboard Builder,Enterprise,3241.0,1
2025-08-26,Europe,Dashboard Builder,SMB,384.25,3
2025-08-26,Europe,Data Connector,Mid-Market,1026.77,3
2025-08-26,Europe,Dashboard Builder,Mid-Market,927.08,3
2025-08-26,Europe,Data Connector,Mid-Market,1153.72,4
2025-08-26,North America,Dashboard Builder,SMB,283.14,3
2025-08-26,North America,Analytics Suite,Enterprise,2806.44,1
2025-08-27,Europe,Dashboard Builder,Enterprise,3781.47,1
2025-08-27,APAC,Insight Pro,Mid-Market,1167.96,3
2025-08-27,Europe,Data Connector,SMB,166.01,5
2025-08-27,Europe,Analytics Suite,Enterprise,4495.61,1
2025-08-28,Europe,Data Connector,SMB,340.03,2
2025-08-28,North America,Dashboard Builder,Mid-Market,849.13,4
2025-08-28,North America,Analytics Suite,SMB,230.33,5
2025-08-28,North America,Analytics Suite,Mid-Market,1148.05,3
2025-08-29,LATAM,Analytics Suite,SMB,176.2,4
2025-08-29,LATAM,Dashboard Builder,SMB,291.17,3
2025-08-29,North America,Data Connector,Enterprise,2673.17,3
2025-08-29,Europe,Analytics Suite,Enterprise,1251.46,2
2025-08-29,North America,Insight Pro,SMB,197.68,3
2025-08-29,North America,Dashboard Builder,Mid-Market,1549.98,1
2025-08-29,North America,Data Connector,Enterprise,1861.35,2
2025-08-30,Europe,Analytics Suite,SMB,316.46,6
2025-08-30,North America,Insight Pro,Mid-Market,863.46,2
2025-08-30,APAC,Insight Pro,SMB,296.55,2
2025-08-30,North America,Insight Pro,SMB,154.28,5
2025-08-31,APAC,Data Connector,Mid-Market,897.48,3
2025-08-31,North America,Analytics Suite,Enterprise,4679.17,1
2025-08-31,North America,Dashboard Builder,Mid-Market,1165.57,1
2025-09-01,North America,Insight Pro,SMB,247.41,2
2025-09-01,North America,Dashboard Builder,Mid-Market,787.36,3
2025-09-01,APAC,Data Connector,Enterprise,4014.49,2
2025-09-01,North America,Data Connector,Mid-Market,823.99,6
2025-09-01,Europe,Analytics Suite,Enterprise,4734.5,1
2025-09-01,North America,Insight Pro,Mid-Market,1555.66,1
2025-09-01,North America,Data Connector,Mid-Market,1137.68,4
